     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000  9999.000     0.000     0.024     0.000     0.072     0.005     0.000     0.000     0.000     0.000     0.074     0.000     0.688     0.036     0.014     0.000     0.065     0.021     3.000     3.000    11.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.412     0.001     0.533     0.000     0.000     0.000     0.000     0.000     0.011     0.000     0.043     2.000     4.000     8.000
     0.000     0.000     0.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.013     0.011     0.015     0.003     0.000     0.000     0.000     0.000     0.143     0.179     0.516     0.084     0.005     0.011     0.009     0.009     3.000     3.000    11.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.024     0.000     0.922     0.005     0.001     0.000     0.016     0.001     3.000     3.000    11.000
     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.119     0.000     0.001     0.000     0.001     0.000     0.000     0.000     0.850     0.000     0.028     4.000     2.000    14.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.024     0.000     0.922     0.005     0.001     0.000     0.016     0.001     3.000     3.000    11.000
     1.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.205     0.008     0.000     0.006     0.002     0.000     0.000     0.000     0.183     0.009     0.001     0.012     0.441     0.040     0.001     0.091     4.000     1.000    13.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.056     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.872     0.000     0.016     0.000     0.053     0.000     0.002     3.000     2.000    10.000
     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.004     0.000     0.043     0.001     0.129     0.000     0.686     0.135     4.000     3.000    15.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000     0.000  9999.000     0.000     0.000     0.000     0.000     0.000     0.086     0.001     0.413     0.090     0.000     0.000     0.000     0.000     0.057     0.000     0.266     0.086     2.000     3.000     7.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.045     0.000     0.553     0.005     0.000     0.000     0.000     0.000     0.007     0.000     0.280     0.002     0.005     0.000     0.100     0.004     1.000     3.000     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.024     0.000     0.922     0.005     0.001     0.000     0.016     0.001     3.000     3.000    11.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.024     0.000     0.922     0.005     0.001     0.000     0.016     0.001     3.000     3.000    11.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.064     0.000     0.003     0.003     0.000     0.000     0.000     0.000     0.707     0.002     0.113     0.073     0.025     0.000     0.002     0.008     3.000     1.000     9.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.101     0.815     0.000     0.052     0.000     0.000     0.000     0.000     0.006     0.022     0.000     0.004     2.000     2.000     6.000
     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.019     0.000     0.066     0.003     0.000     0.000     0.000     0.000     0.060     0.000     0.635     0.020     0.027     0.000     0.142     0.028     3.000     3.000    11.000
     0.000     0.000     0.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.013     0.011     0.015     0.003     0.000     0.000     0.000     0.000     0.143     0.179     0.516     0.084     0.005     0.011     0.009     0.009     3.000     3.000    11.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.000     0.563     0.014     0.000     0.000     0.000     0.000     0.019     0.000     0.362     0.013     2.000     3.000     7.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.101     0.815     0.000     0.052     0.000     0.000     0.000     0.000     0.006     0.022     0.000     0.004     2.000     2.000     6.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.141     0.001     0.415     0.000     0.000     0.000     0.000     0.000     0.045     0.001     0.397     2.000     4.000     8.000
     1.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.191     0.000     0.247     0.000     0.000     0.000     0.000     0.000     0.115     0.000     0.446     4.000     4.000    16.000
     1.000     1.000     1.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.228     0.201     0.269     0.060     0.007     0.031     0.013     0.009     0.000     0.000     0.001     0.000     0.027     0.058     0.048     0.048     1.000     3.000     3.000
     0.000     0.000     1.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.009     0.000     0.000     0.000     0.003     0.000     0.021     0.008     0.960     4.000     4.000    16.000
     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.153     0.000     0.534     0.023     0.000     0.000     0.001     0.000     0.007     0.000     0.076     0.002     0.027     0.000     0.146     0.029     1.000     3.000     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.024     0.000     0.922     0.005     0.001     0.000     0.016     0.001     3.000     3.000    11.000
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.502     0.000     0.215     0.033     0.001     0.000     0.001     0.000     0.024     0.000     0.031     0.003     0.090     0.000     0.059     0.040     1.000     1.000     1.000
     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.613     0.000     0.007     0.000     0.000     0.000     0.000     0.000     0.368     0.000     0.012     2.000     2.000     6.000
     1.000     1.000     1.000     0.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.000     0.000     0.000     0.000     0.076     0.345     0.141     0.096     0.000     0.000     0.000     0.000     0.051     0.109     0.091     0.091     2.000     2.000     6.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.856     0.000     0.112     0.000     0.000     0.000     0.000     0.000     0.023     0.000     0.009     2.000     2.000     6.000
     0.000  9999.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.051     0.000     0.633     0.005     0.000     0.000     0.002     0.000     0.005     0.000     0.196     0.001     0.005     0.000     0.098     0.004     1.000     3.000     3.000
     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.021     0.000     0.075     0.003     0.000     0.000     0.000     0.000     0.067     0.000     0.716     0.023     0.013     0.000     0.068     0.013     3.000     3.000    11.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.000     0.563     0.014     0.000     0.000     0.000     0.000     0.019     0.000     0.362     0.013     2.000     3.000     7.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.548     0.000     0.006     0.000     0.000     0.000     0.000     0.000     0.432     0.000     0.014     2.000     2.000     6.000
     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.005     0.000     0.000     0.000     0.017     0.000     0.000     0.000     0.947     0.000     0.031     4.000     2.000    14.000
     1.000     0.000     0.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.036     0.032     0.043     0.010     0.000     0.000     0.000     0.000     0.114     0.142     0.409     0.067     0.022     0.047     0.039     0.039     3.000     3.000    11.000
     1.000     0.000     0.000     1.000     0.000     0.000  9999.000     1.000     0.000     1.000     0.000     0.026     0.001     0.045     0.000     0.001     0.000     0.002     0.000     0.033     0.003     0.089     0.000     0.137     0.004     0.658     4.000     4.000    16.000
     1.000     0.000     1.000  9999.000     0.000     1.000     0.000     0.000     0.000     0.000     0.140     0.000     0.488     0.021     0.002     0.000     0.010     0.001     0.006     0.000     0.061     0.002     0.036     0.000     0.194     0.038     1.000     3.000     3.000
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.142     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.630     0.000     0.012     0.000     0.207     0.000     0.007     3.000     2.000    10.000
